entrez_id	symbol	chromosome	cytoband	type	synonyms	hgnc_id	ensembl_id	
340204	CLPSL1	6	6p21.31	protein-coding	C6orf127|dJ510O8.6	HGNC:21251	ENSG00000204140	
51575	ESF1	20	20p12.1	protein-coding	C20orf6|bA526K24.1	HGNC:15898	ENSG00000089048	
51574	LARP7	4	4q25	protein-coding	HDCMA18P|PIP7S|DKFZP564K112	HGNC:24912	ENSG00000174720	
152330	CNTN4	3	3p26.3-p26.2	protein-coding	BIG-2	HGNC:2174	ENSG00000144619	
28941	IGKV1-9	2	2p11.2	other	IGKV19|L8	HGNC:5744	ENSG00000241755	
106479483	RN7SL715P	3	3q25.31	pseudogene		HGNC:46731	ENSG00000272096	
64131	XYLT1	16	16p12.3	protein-coding	XT-I|PXYLT1	HGNC:15516	ENSG00000103489	
28947	IGKJ4	2	2p11.2	other		HGNC:5722	ENSG00000211594	
126410	CYP4F22	19	19p13.12	protein-coding	FLJ39501	HGNC:26820	ENSG00000171954	
54622	ARL15	5	5q11.2	protein-coding	ARFRP2|FLJ20051	HGNC:25945	ENSG00000185305	
145195	LINC02691	14	14q32.33	ncRNA	C14orf144	HGNC:20358	ENSG00000258913	
106479487	RN7SL724P	3	3q23	pseudogene		HGNC:46740	ENSG00000244692	
729234	FAHD2CP	2	2q11.2	pseudogene		HGNC:44135	ENSG00000231584	
220382	FAM181B	11	11q14.1	protein-coding	LOC220382|MGC33846	HGNC:28512	ENSG00000182103	
729230	CCR2	3	3p21.31	protein-coding	CMKBR2|CC-CKR-2|CKR2|MCP-1-R|CD192|FLJ78302	HGNC:1603	ENSG00000121807	
729233	PRR20B	13	13q21.1	protein-coding		HGNC:37220	ENSG00000204918	
51686	OAZ3	1	1q21.3	protein-coding		HGNC:8097	ENSG00000143450	
220388	CCDC89	11	11q14.1	protein-coding	FLJ38159	HGNC:26762	ENSG00000179071	
729238	SFTPA2	10	10q22.3	protein-coding	SP-A2|COLEC5	HGNC:10799	ENSG00000185303	
105374895	LINC02533	6	6p25.1	ncRNA		HGNC:53566	ENSG00000260239	
54623	PAF1	19	19q13.2	protein-coding	PD2|F23149_1|FLJ11123	HGNC:25459	ENSG00000006712	
100526740	ATP5MF-PTCD1	7	7q22.1	other	ATP5J2-PTCD1	HGNC:38844	ENSG00000248919	
100996438	MED15P6	14	14q11.2	pseudogene		HGNC:48655	ENSG00000257162	
100996435	CA15P1	22	22q11.21	pseudogene		HGNC:44364	ENSG00000241527	
100996432	FAM230F	22	22q11.21	ncRNA	LINC01663	HGNC:52451	ENSG00000276095	
120766139	VASH1-DT	14	14q24.3	ncRNA		HGNC:55446	ENSG00000258569	
120766138	SNRPA1-DT	15	15q26.3	ncRNA		HGNC:55431	ENSG00000259172	
128385369	MAFG-AS1	17	17q25.3	ncRNA		HGNC:56705	ENSG00000264769	
128385368	EMICERI	9	9p21.2	ncRNA	TCONS_00015940	HGNC:53656	ENSG00000285103	
101928465	SLCO4A1-AS2	20	20q13.33	ncRNA		HGNC:56052	ENSG00000277496	
101930094	RSPH1-DT	21	21q22.3	ncRNA		HGNC:55644	ENSG00000239930	
120766137	HRURF	8	8p21.3	protein-coding	U2HR	HGNC:55085	ENSG00000288677	
221656	KDM1B	6	6p22.3	protein-coding	C6orf193|AOF1|FLJ34109|FLJ33898|dJ298J15.2|bA204B7.3|FLJ43328|LSD2	HGNC:21577	ENSG00000165097	
127379739	PPDPFP1	3	3q13.33	pseudogene		HGNC:56491	ENSG00000242613	
79949	PLEKHS1	10	10q25.3	protein-coding	C10orf81|FLJ23537|bA211N11.2	HGNC:26285	ENSG00000148735	
100113379	SNORD121A	9	9p13.3	snoRNA		HGNC:33560	ENSG00000238886	
100113378	SNORD119	20	20p13	snoRNA		HGNC:33558		
389599	STRADBP1	7	7q36.1	pseudogene	STLK6ps1|ALS2CR2P1	HGNC:22478	ENSG00000213205	
100113375	TRNT1P2	22	22q13.31	pseudogene		HGNC:56782	ENSG00000235347	
100113374	TRNT1P1	1	1q23.3	pseudogene		HGNC:56781	ENSG00000225755	
100113373	HMGN2P17	1	1p36.23	pseudogene		HGNC:39381	ENSG00000238249	
26229	B3GAT3	11	11q12.3	protein-coding	GlcAT-I	HGNC:923	ENSG00000149541	
100128503	DPPA2P2	1	1p36.11	pseudogene		HGNC:44627	ENSG00000224129	
554203	JPX	X	Xq13.2	ncRNA	NCRNA00183|ENOX|LINC00183|DCBALD06	HGNC:37191	ENSG00000225470	
26220	DGCR5	22	22q11.21	ncRNA	DGCR9|DGCR10|NCRNA00037|LINC00037|X91348|DGS-A|POM121L5P|DGS-B	HGNC:16757	ENSG00000273032	
26223	FBXL21P	5	5q31.1	pseudogene	FBXL3B|FBXL3P|FBXL21|FBL3B|Fbl21	HGNC:13600	ENSG00000164616	
100529144	CORO7-PAM16	16	16p13.3	other		HGNC:44424	ENSG00000103426	
26225	ARL5A	2	2q23.3	protein-coding	ARL5	HGNC:696	ENSG00000162980	
26224	FBXL3	13	13q22.3	protein-coding	FBXL3A|FBL3|FBL3A	HGNC:13599	ENSG00000005812	
100529141	LGTN	-	-	unknown		HGNC:39494		
26226	FBXW4P1	22	22q11.23	pseudogene	FBXW3|SHFM3P1|FBW3	HGNC:13609	ENSG00000230701	
107986806	LINC02848	7	7q11.21	ncRNA		HGNC:54384	ENSG00000226581	
107986809	ELN-AS1	7	7q11.23	ncRNA	CTB-51J22.1	HGNC:40212	ENSG00000232415	
4945	OATP1	10	10q26	pseudogene	OATL3	HGNC:8094		
4947	OAZ2	15	15q22.31	protein-coding		HGNC:8096	ENSG00000180304	
4946	OAZ1	19	19p13.3	protein-coding	OAZ|AZI|MGC138338|AZ1	HGNC:8095	ENSG00000104904	
79948	PLPPR3	19	19p13.3	protein-coding	PRG-2|FLJ11535|LPPR3|PRG2	HGNC:23497	ENSG00000129951	
4940	OAS3	12	12q24.13	protein-coding		HGNC:8088	ENSG00000111331	
646817	SETSIP	1	1p22.1	protein-coding	SETP18	HGNC:42937	ENSG00000230667	
4942	OAT	10	10q26.13	protein-coding	HOGA	HGNC:8091	ENSG00000065154	
79944	L2HGDH	14	14q21.3	protein-coding	C14orf160|FLJ12618	HGNC:20499	ENSG00000087299	
79946	C10orf95	10	10q24.32	protein-coding	FLJ14280	HGNC:25880	ENSG00000120055	
79947	DHDDS	1	1p36.11	protein-coding	HDS|FLJ13102|DS|RP59|hCIT	HGNC:20603	ENSG00000117682	
79940	LINC00472	6	6q13	ncRNA	C6orf155|dJ288M22.3|FLJ13189|P53RRA	HGNC:21380	ENSG00000233237	
4948	OCA2	15	15q12-q13.1	protein-coding	D15S12|P|EYCL3|EYCL2|BEY2|EYCL|BEY|BEY1	HGNC:8101	ENSG00000104044	
79943	ZNF696	8	8q24.3	protein-coding	FLJ14129	HGNC:25872	ENSG00000185730	
2118	ETV4	17	17q21.31	protein-coding	E1A-F|E1AF|PEA3	HGNC:3493	ENSG00000175832	
2119	ETV5	3	3q27.2	protein-coding	ERM	HGNC:3494	ENSG00000244405	
100286986	LOC100286986	18	18p11.31	protein-coding				
105369332	STX5-DT	11	11q12.3	ncRNA		HGNC:55488	ENSG00000256690	
2110	ETFDH	4	4q32.1	protein-coding	ETFQO	HGNC:3483	ENSG00000171503	
2113	ETS1	11	11q24.3	protein-coding	EWSR2|FLJ10768|ETS-1	HGNC:3488	ENSG00000134954	
2114	ETS2	21	21q22.2	protein-coding		HGNC:3489	ENSG00000157557	
2115	ETV1	7	7p21.2	protein-coding	ER81	HGNC:3490	ENSG00000006468	
2116	ETV2	19	19q13.12	protein-coding	ER71	HGNC:3491	ENSG00000105672	
2117	ETV3	1	1q23.1	protein-coding	PE-1	HGNC:3492	ENSG00000117036	
100419955	SDAD1P4	13	13q12.12	pseudogene		HGNC:39261	ENSG00000236803	
100419957	SOWAHCP2	21	21p11.2	pseudogene		HGNC:54506	ENSG00000279720	
100419950	HMGB1P35	5	5q13.3	pseudogene		HGNC:39175	ENSG00000251566	
440253	WHAMMP2	15	15q13.1	pseudogene	WHDC1L2|WHAMML2	HGNC:32360	ENSG00000248334	
408263	FNDC9	5	5q33.3	protein-coding	C5orf40|MGC27121	HGNC:33547	ENSG00000172568	
3284	HSD3B2	1	1p12	protein-coding	SDR11E2	HGNC:5218	ENSG00000203859	
3283	HSD3B1	1	1p12	protein-coding	HSDB3|HSD3B|SDR11E1	HGNC:5217	ENSG00000203857	
3281	HSBP1	16	16q23.3	protein-coding		HGNC:5203	ENSG00000230989	
3280	HES1	3	3q29	protein-coding	HRY|FLJ20408|HES-1|bHLHb39	HGNC:5192	ENSG00000114315	
143903	LAYN	11	11q23.1	protein-coding	FLJ30977|FLJ31092	HGNC:29471	ENSG00000204381	
101929093	LINC01350	1	1q25.3	ncRNA		HGNC:50575	ENSG00000228309	
101929095	C1QTNF7-AS1	4	4p15.32	ncRNA	LOC101929095	HGNC:40683	ENSG00000249252	
101929099	CD101-AS1	1	1p13.1	ncRNA		HGNC:55665	ENSG00000236137	
650747	IMPA1P1	8	8q21.13	pseudogene	IMPA1P	HGNC:33956	ENSG00000251521	
106479730	RNU6-369P	1	1p34.1	pseudogene		HGNC:47332	ENSG00000199385	
727821	RPL21P45	4	4p14	pseudogene		HGNC:35983	ENSG00000239532	
114184	SIGLEC18P	19	19q13.41	pseudogene	SIGLECP1	HGNC:15491	ENSG00000268581	
106146148	PSLNR	22	22q11.1	ncRNA	LA16c-83F12.6	HGNC:54405	ENSG00000225255	
106146149	LINC01613	9	9q33.2	ncRNA	n341773	HGNC:51842	ENSG00000261432	
106146146	LINC01079	13	13q12.2	ncRNA		HGNC:49122	ENSG00000229609	
54482	TRMT13	1	1p21.2	protein-coding	CCDC76|FLJ10287|FLJ11219	HGNC:25502	ENSG00000122435	
442171	RPL10P2	6	6p22.1	pseudogene	RPL10p|bA209A2.1	HGNC:13975	ENSG00000174572	
106479735	RNU6-382P	X	Xq27.3	pseudogene		HGNC:47345	ENSG00000202051	
106479736	RNU6-383P	X	Xq28	pseudogene		HGNC:47346	ENSG00000222796	
54487	DGCR8	22	22q11.21	protein-coding	C22orf12|DGCRK6|Gy1|pasha	HGNC:2847	ENSG00000128191	
101929544	LINC02217	5	5p15.1	ncRNA		HGNC:53084	ENSG00000248455	
101929542	PRKD3-DT	2	2p22.2	ncRNA		HGNC:55762	ENSG00000232028	
101929541	LINC02608	1	1q32.3	ncRNA		HGNC:54052	ENSG00000226251	
101929548	FOCAD-AS1	9	9p21.3	ncRNA		HGNC:49789	ENSG00000227071	
101929549	GAU1	12	12p13.32	ncRNA	GALNT8-DT	HGNC:53880	ENSG00000255474	
100131173	RPS29P12	5	5q35.3	pseudogene		HGNC:36458	ENSG00000243664	
724087	LINC01545	X	Xp11.3	ncRNA	CXorf31|OTTHUMG00000021429	HGNC:17986	ENSG00000204904	
100131170	LOC100131170	17	17q25.3	protein-coding				
100131176	WDR86-AS1	7	7q36.1	ncRNA		HGNC:41186	ENSG00000243836	
112752	IFT43	14	14q24.3	protein-coding	C14orf179|FLJ32173|MGC16028	HGNC:29669	ENSG00000119650	
100533789	LRRC37A8P	17	17q12	pseudogene		HGNC:43793		
339290	LINC00667	18	18p11.31	ncRNA		HGNC:27906	ENSG00000263753	
339291	LRRC30	18	18p11.23	protein-coding		HGNC:30219	ENSG00000206422	
6868	ADAM17	2	2p25.1	protein-coding	TACE|cSVP|CD156B	HGNC:195	ENSG00000151694	
6869	TACR1	2	2p12	protein-coding	TAC1R|SPR|NK1R|NKIR	HGNC:11526	ENSG00000115353	
647070	DHX9-AS1	1	1q25.3	ncRNA		HGNC:56097	ENSG00000287808	
100124541	SNORA11D	X	Xp11.22	snoRNA		HGNC:33622	ENSG00000221475	
6866	TAC3	12	12q13.3	protein-coding	NKNB|ZNEUROK1|NKB|NK3|LncZBTB39-1:2|LncZBTB39	HGNC:11521	ENSG00000166863	
138971	DPP3P2	9	9q21.13	pseudogene		HGNC:51350	ENSG00000221844	
6860	SYT4	18	18q12.3	protein-coding	KIAA1342|HsT1192	HGNC:11512	ENSG00000132872	
6861	SYT5	19	19q13.42	protein-coding		HGNC:11513	ENSG00000129990	
647076	BRD7P2	3	3q25.33	pseudogene		HGNC:33541	ENSG00000184100	
6863	TAC1	7	7q21.3	protein-coding	TAC2|NKNA|NPK	HGNC:11517	ENSG00000006128	
402509	SLC29A4P1	7	7p11.2	pseudogene		HGNC:43783	ENSG00000214668	
643949	RPLP2P3	11	11q22.3	pseudogene		HGNC:36494		
643941	PHKG1P1	7	7q11.21	pseudogene		HGNC:33916	ENSG00000226075	
100873969	GPC5-AS1	13	13q31.3	ncRNA		HGNC:39886	ENSG00000235984	
220869	ZNG1E	9	9q21.11	protein-coding	CBWD5	HGNC:24584	ENSG00000147996	
727686	SNURFL	X	Xq27.1	pseudogene	CXorf19	HGNC:29543	ENSG00000173954	
100873960	FTLP19	10	10p13	pseudogene		HGNC:37969	ENSG00000237913	
100873963	LINC00279	Y	Yp11.2	ncRNA	NCRNA00279	HGNC:38724	ENSG00000286217	
100873962	LINC00278	Y	Yp11.31	ncRNA	NCRNA00278|YY1BM	HGNC:38712	ENSG00000231535	
100873965	MED4-AS1	13	13q14.2	ncRNA	MED4-AS	HGNC:39213	ENSG00000229111	
100873964	LINC00280	Y	Yp11.2	ncRNA	NCRNA00280	HGNC:38803	ENSG00000229643	
100873967	LSP1P2	3	3p12.3	pseudogene		HGNC:39717	ENSG00000240665	
100873966	SPATA2P1	13	13q21.1	pseudogene		HGNC:39446	ENSG00000228319	
440925	LINC01124	2	2q31.1	ncRNA		HGNC:49270	ENSG00000222033	
440926	H3P6	2	2q31.1	pseudogene	H3F3AP4|p13	HGNC:42980	ENSG00000235655	
100129075	KTN1-AS1	14	14q22.3	ncRNA	C14orf33|MYCLo-3	HGNC:19842	ENSG00000186615	
100129074	THAP12P5	6	6p24.2	pseudogene	PRKRIRP5	HGNC:39569	ENSG00000218020	
101927211	ZNF451-AS1	6	6p12.1	ncRNA	BC032020	HGNC:53824	ENSG00000226803	
100329135	TRPC5OS	X	Xq23	protein-coding	TRPC5-AS1	HGNC:40593	ENSG00000204025	
643499	RPL11P5	12	12q24.31	pseudogene		HGNC:36849	ENSG00000242137	
107985756	TRN-GTT24-1	1	1q21.1	tRNA	tRNA-Asn-GTT-24-1	HGNC:54716		
100499435	TEX16P	X	Xq21.1	pseudogene		HGNC:37957		
107985755	TRQ-CTG3-1	1	1q21.1	tRNA	TRNAQ29|tRNA-Gln-CTG-3-1	HGNC:34954		
107985752	TRN-GTT25-1	1	1q21.2	tRNA	tRNA-Asn-GTT-25-1	HGNC:54717		
100420551	SSX18P	X	Xp11.23	pseudogene	psiSSX8	HGNC:56827	ENSG00000241207	
100420552	RBBP8P1	X	Xq24	pseudogene		HGNC:39583	ENSG00000230399	
144455	E2F7	12	12q21.2	protein-coding		HGNC:23820	ENSG00000165891	
144453	BEST3	12	12q15	protein-coding	VMD2L3|MGC40411|MGC13168	HGNC:17105	ENSG00000127325	
100420556	CPT2P1	1	1p32.3	pseudogene		HGNC:49538		
100420557	NSRP1P1	1	1p31.1	pseudogene	CCDC55P1	HGNC:38087	ENSG00000235613	
100420558	CDCA4P3	1	1q32.2	pseudogene		HGNC:49772	ENSG00000226289	
107985750	TRN-GTT27-1	1	1p11.2	tRNA	tRNA-Asn-GTT-27-1	HGNC:54719		
8737	RIPK1	6	6p25.2	protein-coding	RIP-1	HGNC:10019	ENSG00000137275	
91181	NUP210L	1	1q21.3	protein-coding		HGNC:29915	ENSG00000143552	
9143	SYNGR3	16	16p13.3	protein-coding		HGNC:11501	ENSG00000127561	
8732	RNGTT	6	6q15	protein-coding	HCE|HCE1|hCAP	HGNC:10073	ENSG00000111880	
646383	ZBTB44-DT	11	11q24.3	ncRNA		HGNC:54265	ENSG00000175773	
646382	DPPA5P1	19	19q13.41	pseudogene		HGNC:43752	ENSG00000269776	
101927101	RPS3AP54	9	9p24.1	pseudogene		HGNC:49750	ENSG00000229057	
101927102	ITFG1-AS1	16	16q12.1	ncRNA		HGNC:51383	ENSG00000260281	
107985758	TRE-TTC4-1	1	1q23.3	tRNA	TRNAE44|tRNA-Glu-TTC-4-1	HGNC:38581		
131544	CRYBG3	3	3q11.2	protein-coding	DKFZp667G2110	HGNC:34427	ENSG00000080200	
643232	NRBF2P3	1	1p13.3	pseudogene		HGNC:44606	ENSG00000237415	
374677	WASH4P	16	16p13.3	pseudogene	FAM39CP|FLJ31670	HGNC:14126	ENSG00000234769	
7208	TRL-TAG1-1	17	17p13.1	tRNA	TRL2|TRNAL2|tRNA-Leu-TAG-1-1	HGNC:12316		
342945	ZSCAN22	19	19q13.43	protein-coding	ZNF50|HKR2	HGNC:4929	ENSG00000182318	
642721	CBX3P6	2	2q24.1	pseudogene		HGNC:42878	ENSG00000228837	
4128	MAOA	X	Xp11.3	protein-coding		HGNC:6833	ENSG00000189221	
9141	PDCD5	19	19q13.11	protein-coding	TFAR19|MGC9294	HGNC:8764	ENSG00000105185	
4123	MAN2C1	15	15q24.2	protein-coding	MANA1|MANA	HGNC:6827	ENSG00000140400	
4122	MAN2A2	15	15q25	protein-coding	MANA2X|HsT19662|alpha-MIIx	HGNC:6825	ENSG00000196547	
4121	MAN1A1	6	6q22.31	protein-coding		HGNC:6821	ENSG00000111885	
4126	MANBA	4	4q24	protein-coding		HGNC:6831	ENSG00000109323	
4125	MAN2B1	19	19p13.13	protein-coding	MANB|LAMAN	HGNC:6826	ENSG00000104774	
4124	MAN2A1	5	5q21.3	protein-coding	MANA2|GOLIM7|MANII	HGNC:6824	ENSG00000112893	
100271204	RPL5P25	10	10p13	pseudogene		HGNC:35493	ENSG00000225251	
282754	OR7E103P	4	4p16.3	pseudogene	OR4D12P	HGNC:19587	ENSG00000198787	
100271207	RPL5P32	15	15q13.1	pseudogene		HGNC:36973	ENSG00000228992	
100271200	RPL31P36	7	7q32	pseudogene		HGNC:36676	ENSG00000224545	
200403	VWA3B	2	2q11.2	protein-coding	DKFZp686F2227|MGC26733	HGNC:28385	ENSG00000168658	
50863	NTM	11	11q25	protein-coding	HNT|NTRI|IGLON2|CEPU-1	HGNC:17941	ENSG00000182667	
57369	GJD2	15	15q14	protein-coding	CX36	HGNC:19154	ENSG00000159248	
100271203	RPL39P23	7	7p12-p11.2	pseudogene		HGNC:36581		
100419187	SETP11	3	3q25.1	pseudogene		HGNC:42930	ENSG00000239570	
100419185	PDLIM1P4	3	3q12.1	pseudogene		HGNC:48947	ENSG00000249274	
100422023	UGT2A3P7	4	4q13.3	pseudogene		HGNC:39429	ENSG00000248886	
10492	SYNCRIP	6	6q14.3	protein-coding	NSAP1|GRY-RBP|dJ3J17.2|HNRPQ1|hnRNP-Q|HNRNPQ	HGNC:16918	ENSG00000135316	
101060580	LOC101060580	15		protein-coding				
101060581	LOC101060581	10		protein-coding				
93429	LOC93429	19	19q13.32	protein-coding			ENSG00000268460	
9145	SYNGR1	22	22q13.1	protein-coding		HGNC:11498	ENSG00000100321	
100506733	FAM170B-AS1	10	10q11.23	ncRNA		HGNC:45006	ENSG00000234736	
100506731	FLRT2-AS1	14	14q31.3	ncRNA	AL049775.1	HGNC:55912	ENSG00000205562	
375484	SIMC1	5	5q35.2	protein-coding	C5orf25|FLJ44216|OOMA1|PLEIAD	HGNC:24779	ENSG00000170085	
100506737	LINC01589	22	22q13.31	ncRNA	CTA-941F9.9|TCONS_00029353	HGNC:51520	ENSG00000238120	
255783	INAFM1	19	19q13.32	protein-coding	PRR24	HGNC:27406	ENSG00000257704	
27164	SALL3	18	18q23	protein-coding	ZNF796	HGNC:10527	ENSG00000256463	
107161230	CLUHP10	3	3p12.3	pseudogene		HGNC:51574	ENSG00000282511	
106479257	RN7SL92P	3	3p12.3	pseudogene		HGNC:46108	ENSG00000265592	
106479256	RN7SL89P	4	4q24	pseudogene		HGNC:46105	ENSG00000243383	
106479255	RN7SL87P	5	5q31.3	pseudogene		HGNC:46103	ENSG00000239390	
106479254	RN7SL83P	7	7p14.1	pseudogene		HGNC:46099	ENSG00000241756	
106479253	RN7SL81P	7	7q32.1	pseudogene		HGNC:46097	ENSG00000244218	
106479252	RN7SL77P	14	14q24.2	pseudogene		HGNC:46093	ENSG00000240837	
106479251	RN7SL76P	7	7q36.1	pseudogene		HGNC:46092	ENSG00000241959	
106479250	RN7SL73P	3	3q29	pseudogene		HGNC:46089	ENSG00000265882	
51678	PALS2	7	7p15.3	protein-coding	MPP6|VAM-1|p55T	HGNC:18167	ENSG00000105926	
106479259	RN7SL98P	9	9p22.3	pseudogene		HGNC:46114	ENSG00000240613	
140578	CHODL	21	21q21.1	protein-coding	C21orf68|FLJ12627|PRED12|MT75	HGNC:17807	ENSG00000154645	
134391	GPR151	5	5q32	protein-coding	PGR7|GALR4	HGNC:23624	ENSG00000173250	
100288307	ATP5MKP1	X	Xq13.2	pseudogene	USMG5P1|ATP5MDP1	HGNC:31716	ENSG00000231549	
80078	LCAL1	6	6q14.1	ncRNA	onco-lncRNA-27	HGNC:25837	ENSG00000286042	
286512	EIF4A2P4	X	Xp11.22	pseudogene		HGNC:45101	ENSG00000224781	
55596	ZCCHC8	12	12q24.31	protein-coding	DKFZp434E2220	HGNC:25265	ENSG00000033030	
286514	MAGEB18	X	Xp21.3	protein-coding	MGC33889	HGNC:28515	ENSG00000176774	
80070	ADAMTS20	12	12q12	protein-coding	GON-1	HGNC:17178	ENSG00000173157	
80071	CCDC15	11	11q24.2	protein-coding	FLJ13215	HGNC:25798	ENSG00000149548	
80072	HEXA-AS1	15	15q23	ncRNA	C15orf34|FLJ13315	HGNC:25810	ENSG00000260339	
392437	FTLP2	X	Xp21.2	pseudogene	FTLL2	HGNC:4001	ENSG00000232368	
6059	ABCE1	4	4q31.21	protein-coding	RNASEL1|RNASELI|RNS4I|RLI|OABP|RLI1	HGNC:69	ENSG00000164163	
6055	RNR4	21	21p12	ncRNA		HGNC:10085		
6054	RNR3	15	15p12	ncRNA		HGNC:10084		
6056	RNR5	22	22p12	ncRNA		HGNC:10086		
100289650	PSG8-AS1	19	19q13.2	ncRNA		HGNC:52550	ENSG00000225877	
6050	RNH1	11	11p15.5	protein-coding	RNH|RAI	HGNC:10074	ENSG00000023191	
6053	RNR2	14	14p12	ncRNA		HGNC:10083		
6052	RNR1	13	13p12	ncRNA		HGNC:10082		
10004	NAALADL1	11	11q13.1	protein-coding	HILAP	HGNC:23536	ENSG00000168060	
10005	ACOT8	20	20q13.12	protein-coding	PTE1|hACTE-III|hTE|PTE-2	HGNC:15919	ENSG00000101473	
10006	ABI1	10	10p12.1	protein-coding	SSH3BP1|E3B1|ABI-1	HGNC:11320	ENSG00000136754	
10007	GNPDA1	5	5q31.3	protein-coding	GNPI|GNPDA|HLN|KIAA0060	HGNC:4417	ENSG00000113552	
10000	AKT3	1	1q43-q44	protein-coding	PKBG|RAC-gamma|PRKBG	HGNC:393	ENSG00000117020	
10001	MED6	14	14q24.2	protein-coding	NY-REN-28	HGNC:19970	ENSG00000133997	
10002	NR2E3	15	15q23	protein-coding	PNR|rd7|RP37	HGNC:7974	ENSG00000278570	
10003	NAALAD2	11	11q14.3	protein-coding	NAALADASE2|GCPIII	HGNC:14526	ENSG00000077616	
10008	KCNE3	11	11q13.4	protein-coding	MiRP2|HOKPP	HGNC:6243	ENSG00000175538	
10009	ZBTB33	X	Xq24	protein-coding	ZNF-kaiso|kaiso|WUGSC:H_DJ525N14.1|KAISO|ZNF348	HGNC:16682	ENSG00000177485	
84333	PCGF5	10	10q23.32	protein-coding	RNF159|MGC16202	HGNC:28264	ENSG00000180628	
100506195	LARGE-AS1	22	22q12.3	ncRNA		HGNC:40336	ENSG00000224973	
100506190	LINC00963	9	9q34.11	ncRNA	MetaLnc9	HGNC:48716	ENSG00000204054	
100270867	RPS6P12	9	9q21.32	pseudogene		HGNC:36375	ENSG00000233309	
100270866	RPS6P11	9	9p24	pseudogene		HGNC:36270		
100270865	RPS6P10	9	9p22.1	pseudogene		HGNC:36730		
100270864	RPS6P2	2	2q31.2	pseudogene		HGNC:36446	ENSG00000231541	
401629	FAM224B	Y	Yq11.222	ncRNA	NCRNA00230B|LINC00230B	HGNC:37737	ENSG00000230663	
100270862	RPS3P4	6	6p25	pseudogene		HGNC:36616	ENSG00000220472	
100270861	RPS2P22	5	5p12	pseudogene		HGNC:35506		
100270860	RPS2P16	2	2q33.1	pseudogene		HGNC:36865	ENSG00000230799	
100652909	LINC00904	19	19q13.11	ncRNA		HGNC:44325	ENSG00000271171	
100270869	RPS7P6	4	4p15.32	pseudogene		HGNC:36334	ENSG00000215278	
100270868	RPS7P2	1	1q21.3	pseudogene		HGNC:36079	ENSG00000231837	
653189	BTF3L4P2	2	2q24.2	pseudogene		HGNC:39646	ENSG00000213189	
653188	GUSBP3	5	5q13.2	pseudogene		HGNC:37301	ENSG00000253203	
106480333	SULT1C2P2	2	2q12.3	pseudogene		HGNC:51595	ENSG00000261209	
401994	OR14I1	1	1q44	protein-coding	OR5BU1P|OR5BU1	HGNC:19575	ENSG00000189181	
401993	OR2T5	1	1q44	protein-coding		HGNC:15017	ENSG00000203661	
103539957	ERVK-26	8	8p23.1	other		HGNC:44979		
103539958	TRG-CCC8-1	1	1q21.1	pseudogene	tRNA-Gly-CCC-8-1	HGNC:50798		
391165	RPS26P17	1	1q41	pseudogene		HGNC:36681		
391162	GAPDHP24	1	1q41	pseudogene		HGNC:37776	ENSG00000185221	
391160	ARPC3P2	1	1q32.3	pseudogene		HGNC:39431	ENSG00000238137	
285095	FAM240C	2	2q37.3	protein-coding	LOC285095	HGNC:54200	ENSG00000216921	
252839	TMEM9	1	1q32.1	protein-coding	TMEM9A	HGNC:18823	ENSG00000116857	
391168	RPS3AP7	1	1q42.12	pseudogene		HGNC:36376	ENSG00000229965	
391169	CDKN2AIPNLP1	1	1q42.12	pseudogene		HGNC:39854	ENSG00000177770	
84319	CMSS1	3	3q12.1	protein-coding	C3orf26|MGC4308	HGNC:28666	ENSG00000184220	
84318	CCDC77	12	12p13.33	protein-coding	MGC13183	HGNC:28203	ENSG00000120647	
653238	GTF2H2B	5	5q13.2	pseudogene	DKFZP686M0199	HGNC:31393	ENSG00000226259	
84311	MRPL45	17	17q12	protein-coding	MGC11321|Mba1|mL45	HGNC:16651	ENSG00000278845	
84310	C7orf50	7	7p22.3	protein-coding	MGC11257|YCR016W	HGNC:22421	ENSG00000146540	
84313	VPS25	17	17q21.31	protein-coding	MGC10540|EAP20|DERP9	HGNC:28122	ENSG00000131475	
84312	BRMS1L	14	14q13.2	protein-coding	MGC11296|FLJ39177	HGNC:20512	ENSG00000100916	
653232	RPL15P3	6	6p24.1	pseudogene	bA511S14.1	HGNC:21538	ENSG00000212802	
84317	CCDC115	2	2q21.1	protein-coding	MGC12981|FLJ30131|ccp1	HGNC:28178	ENSG00000136710	
84316	NAA38	17	17p13.1	protein-coding	LSMD1|MGC14151|PFAAP2	HGNC:28212	ENSG00000183011	
123688	HYKK	15	15q25.1	protein-coding	AGPHD1|LOC123688	HGNC:34403	ENSG00000188266	
728300	KRT18P5	22	22q11.21	pseudogene		HGNC:19259	ENSG00000236670	
100130348	TMEM262	11	11q13.1	protein-coding		HGNC:49389	ENSG00000187066	
100130342	SCGB2B3P	19	19q13.11	pseudogene	C2B|SCGB4A3P	HGNC:31895	ENSG00000269811	
100861530	UFL1-AS1	6	6q16.1	ncRNA		HGNC:41007	ENSG00000233797	
100130347	RPS6P5	4	4q13.1	pseudogene		HGNC:36242		
133558	MROH2B	5	5p13.1	protein-coding	HEATR7B2|DKFZp781F0822|FLJ40243|SPIF	HGNC:26857	ENSG00000171495	
100130345	CDHR18P	3	3p14.2-p14.1	pseudogene		HGNC:53742	ENSG00000224479	
